id,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna,pos|lfc
CTC1,0.87554,0.88122,0.999917,16590,1,-1.4607
TVP23C,0.87555,0.87569,0.999917,16591,0,-0.33037
GMNN,0.87562,0.88128,0.999917,16592,1,-0.35216
C4orf48,0.87563,0.8813,0.999917,16593,1,-1.3689
HSPG2,0.87564,0.8813,0.999917,16594,1,-0.53316
C1orf21,0.87573,0.88137,0.999917,16595,1,-0.53999
TRIM16,0.87575,0.88139,0.999917,16596,1,-1.0836
PPIB,0.87577,0.8814,0.999917,16597,1,-1.9195
KRT83,0.87578,0.88141,0.999917,16598,1,-2.686
NSG1,0.87584,0.88145,0.999917,16599,1,-0.84413
MBD6,0.87586,0.88147,0.999917,16600,1,-0.97824
RPL24,0.87588,0.8757,0.999917,16601,0,-2.8129
SREBF2,0.87588,0.88148,0.999917,16602,1,-0.2092
MXD4,0.87589,0.88149,0.999917,16603,1,-0.89086
SDCCAG3,0.87608,0.88163,0.999917,16604,1,-2.1889
FAM58A,0.87611,0.88166,0.999917,16605,1,-1.1035
DENND3,0.87614,0.88168,0.999917,16606,1,-0.32076
GPS2,0.87619,0.87632,0.999917,16607,0,-2.9012
STRIP1,0.87625,0.88177,0.999917,16608,1,-0.4908
WDR75,0.87625,0.88177,0.999917,16609,1,-0.71553
LY9,0.87625,0.88177,0.999917,16610,1,-0.89787
C5orf24,0.87642,0.88189,0.999917,16611,1,-0.22011
UPF2,0.87657,0.882,0.999917,16612,1,-1.093
TRPV5,0.87659,0.88202,0.999917,16613,1,-0.43033
XRCC4,0.87674,0.88213,0.999917,16614,1,-1.4756
SASS6,0.87686,0.88222,0.999917,16615,1,-1.8441
TRIM46,0.87698,0.88232,0.999917,16616,1,-1.6192
SMIM11,0.87703,0.88236,0.999917,16617,1,-1.1765
FCGR1B,0.87704,0.88236,0.999917,16618,1,-1.3395
KIF4A,0.87706,0.88238,0.999917,16619,1,-0.66825
KCNIP1,0.87717,0.87727,0.999917,16620,0,-0.8083
MAPK1IP1L,0.87718,0.88246,0.999917,16621,1,-2.2206
LATS2,0.87727,0.88253,0.999917,16622,1,-0.87193
ENPP7,0.87731,0.88256,0.999917,16623,1,-0.16648
DNAJC25,0.87732,0.88258,0.999917,16624,1,-0.84757
FSTL5,0.87738,0.88262,0.999917,16625,1,-0.6416
CNOT1,0.87742,0.88265,0.999917,16626,1,-1.3816
CCSER2,0.87749,0.88269,0.999917,16627,1,-0.37606
HMBS,0.87754,0.87764,0.999917,16628,0,-0.44211
MTMR12,0.87762,0.88278,0.999917,16629,1,-1.9266
FERMT1,0.87779,0.88291,0.999917,16630,1,-0.23214
C11orf98,0.87784,0.88295,0.999917,16631,1,-0.62158
FGA,0.87798,0.88305,0.999917,16632,1,-0.28954
BNC2,0.87812,0.88315,0.999917,16633,1,-0.68928
GDAP2,0.8782,0.88321,0.999917,16634,1,-1.9171
TP53RK,0.87823,0.87806,0.999917,16635,0,-2.9522
SCP2,0.87825,0.88324,0.999917,16636,1,-1.8681
TMC7,0.87828,0.88327,0.999917,16637,1,-0.50748
RBM43,0.87831,0.88329,0.999917,16638,1,-0.82835
C4B,0.87838,0.88334,0.999917,16639,1,-4.0357
PRDM9,0.87842,0.88338,0.999917,16640,1,-0.92137
KRT20,0.87845,0.88339,0.999917,16641,1,0.025948
FCN3,0.87854,0.88346,0.999917,16642,1,-0.17436
HSD17B11,0.87859,0.88349,0.999917,16643,1,-1.0085
IL6,0.87866,0.88354,0.999917,16644,1,-1.5781
APC2,0.87868,0.88356,0.999917,16645,1,-0.069363
TEX12,0.87885,0.88368,0.999917,16646,1,-1.4808
SRPR,0.87888,0.88371,0.999917,16647,1,-0.9294
BCHE,0.87903,0.88381,0.999917,16648,1,-1.365
EIF2S2,0.87908,0.87916,0.999917,16649,0,-0.96388
TPCN1,0.87916,0.88389,0.999917,16650,1,-0.40744
MKRN3,0.87919,0.88392,0.999917,16651,1,-2.5304
LTC4S,0.87919,0.87927,0.999917,16652,0,-3.6518
SRRD,0.87922,0.88394,0.999917,16653,1,-0.40169
ZNF131,0.8793,0.88401,0.999917,16654,1,0.01822
METTL14,0.8794,0.8795,0.999917,16655,0,-0.89199
RFC5,0.8794,0.8795,0.999917,16656,0,-2.2384
RABGGTA,0.8794,0.8795,0.999917,16657,0,-2.2497
HEATR1,0.8794,0.8795,0.999917,16658,0,-0.89199
METTL17,0.8794,0.8795,0.999917,16659,0,-1.5471
NRIP1,0.87943,0.88409,0.999917,16660,1,-0.26812
CAPZA2,0.87945,0.8841,0.999917,16661,1,-0.60795
SLK,0.87953,0.88415,0.999917,16662,1,-0.18008
MYLK3,0.8797,0.88428,0.999917,16663,1,0.020066
ZC3H12B,0.87973,0.88431,0.999917,16664,1,-0.25365
KCND1,0.87977,0.88433,0.999917,16665,1,-2.0503
PPARG,0.8798,0.88435,0.999917,16666,1,-0.49217
GALNT12,0.87982,0.88437,0.999917,16667,1,-0.020085
KIF20A,0.87983,0.88438,0.999917,16668,1,-1.6315
ZNF684,0.87985,0.8844,0.999917,16669,1,-0.90664
DCTN6,0.87992,0.87972,0.999917,16670,0,-2.4821
GLYAT,0.87999,0.88449,0.999917,16671,1,-0.29935
PBK,0.88008,0.88456,0.999917,16672,1,-0.62899
ARHGAP23,0.88012,0.88459,0.999917,16673,1,-1.4092
LDHB,0.88018,0.88463,0.999917,16674,1,0.16858
NUP205,0.88018,0.87997,0.999917,16675,0,-2.6014
MCRS1,0.88022,0.88466,0.999917,16676,1,-0.49511
ARRDC1,0.88023,0.88467,0.999917,16677,1,-1.63
C8orf46,0.88028,0.88471,0.999917,16678,1,0.13835
GALNT3,0.88035,0.88477,0.999917,16679,1,-0.1682
ZNF667,0.88036,0.88477,0.999917,16680,1,-0.88987
XRCC1,0.88039,0.8848,0.999917,16681,1,-0.11726
PSG9,0.88054,0.88491,0.999917,16682,1,-1.6966
TSGA10IP,0.88057,0.88494,0.999917,16683,1,-0.34209
PER2,0.88064,0.88498,0.999917,16684,1,-0.18539
SUDS3,0.88071,0.88503,0.999917,16685,1,-0.6219
FAM84B,0.88075,0.88506,0.999917,16686,1,-0.37066
CLEC11A,0.88089,0.88517,0.999917,16687,1,-1.0522
CREBZF,0.88092,0.88518,0.999917,16688,1,-2.2706
OR8B3,0.881,0.88526,0.999917,16689,1,-0.49487
BLZF1,0.88107,0.88531,0.999917,16690,1,-0.91678
MMP9,0.88109,0.88532,0.999917,16691,1,0.084988
ZMYM3,0.88113,0.88535,0.999917,16692,1,0.023588
KDELR3,0.88115,0.88537,0.999917,16693,1,-0.18344
NPPB,0.88127,0.88546,0.999917,16694,1,0.010298
MTG2,0.88127,0.88136,0.999917,16695,0,-1.284
BRD8,0.88133,0.88551,0.999917,16696,1,-1.0052
THOP1,0.88134,0.88552,0.999917,16697,1,0.12088
C1QBP,0.88146,0.88121,0.999917,16698,0,-2.1506
SMU1,0.88151,0.88159,0.999917,16699,0,-1.9398
PRMT3,0.8816,0.88572,0.999917,16700,1,-1.1925
SRY,0.88172,0.88583,0.999917,16701,1,-0.57885
CNR1,0.88177,0.88587,0.999917,16702,1,-0.56488
APOL1,0.88178,0.88588,0.999917,16703,1,-0.27906
GPAM,0.88187,0.88595,0.999917,16704,1,-1.5695
GTF2A1L,0.88195,0.88601,0.999917,16705,1,-1.1038
PTPRZ1,0.88206,0.88608,0.999917,16706,1,-0.56388
RHEB,0.88211,0.88219,0.999917,16707,0,-0.49662
RELL1,0.88213,0.88613,0.999917,16708,1,-0.045593
TSTD1,0.88223,0.8823,0.999917,16709,0,-1.0957
PPCDC,0.88227,0.88623,0.999917,16710,1,-1.8929
STATH,0.88228,0.88624,0.999917,16711,1,-0.82511
RPLP0,0.88229,0.88237,0.999917,16712,0,-1.8834
NPLOC4,0.88246,0.88254,0.999917,16713,0,-0.96263
GLT8D1,0.88251,0.88644,0.999917,16714,1,-1.3965
CCL2,0.88254,0.88647,0.999917,16715,1,-0.5095
CLDN9,0.88256,0.88647,0.999917,16716,1,-0.72646
TFAM,0.88269,0.88278,0.999917,16717,0,-2.302
CASC4,0.8827,0.88659,0.999917,16718,1,-0.096528
POLR1D,0.88284,0.88294,0.999917,16719,0,-2.3895
C17orf64,0.88285,0.8867,0.999917,16720,1,-0.67788
EMILIN1,0.88289,0.88674,0.999917,16721,1,-0.1528
GRXCR2,0.88295,0.88679,0.999917,16722,1,-0.57416
C11orf95,0.88299,0.88682,0.999917,16723,1,-1.5242
KIAA1614,0.88304,0.88686,0.999917,16724,1,-1.0414
FUCA2,0.88306,0.88687,0.999917,16725,1,-0.22919
COLQ,0.88318,0.88696,0.999917,16726,1,-0.60928
THOC3,0.88349,0.88721,0.999917,16727,1,-0.50235
LOC101060389,0.88349,0.88721,0.999917,16728,1,-0.66025
EIF1AD,0.88349,0.88721,0.999917,16729,1,-1.9001
POTEH,0.88349,0.88721,0.999917,16730,1,-0.29098
MED30,0.88349,0.88721,0.999917,16731,1,-2.1325
RPL7A,0.88349,0.88721,0.999917,16732,1,-3.2047
SNRPB2,0.88349,0.88721,0.999917,16733,1,-2.0442
DHX8,0.88349,0.88721,0.999917,16734,1,-2.7258
SLC38A11,0.88349,0.88721,0.999917,16735,1,-0.9211
WDR70,0.8835,0.88322,0.999917,16736,0,-2.6494
GNB2L1,0.88357,0.88365,0.999917,16737,0,-2.0289
SDHA,0.88357,0.88365,0.999917,16738,0,-0.93674
TCP1,0.88357,0.88365,0.999917,16739,0,-1.8218
FBXW12,0.88384,0.88749,0.999917,16740,1,-0.51257
KTI12,0.8839,0.88398,0.999917,16741,0,-3.8254
RBM7,0.88394,0.88757,0.999917,16742,1,-2.6594
NBPF15,0.88395,0.88365,0.999917,16743,0,-1.6053
ADCK2,0.8841,0.88768,0.999917,16744,1,-0.52567
ADGRG7,0.88415,0.88772,0.999917,16745,1,0.070257
DHH,0.8842,0.88777,0.999917,16746,1,-1.3088
C15orf52,0.88425,0.8878,0.999917,16747,1,-0.89034
AGBL1,0.88428,0.88783,0.999917,16748,1,-2.5419
TP53TG5,0.88438,0.88792,0.999917,16749,1,-1.8023
TNP1,0.88447,0.88797,0.999917,16750,1,0.043123
MT1A,0.88459,0.88807,0.999917,16751,1,-0.65024
STRA13,0.8847,0.88815,0.999917,16752,1,-0.25227
CADM3,0.88473,0.88817,0.999917,16753,1,-0.11111
F2R,0.88476,0.8882,0.999917,16754,1,-0.31592
IL7,0.88481,0.88824,0.999917,16755,1,-0.1368
DNAH5,0.8849,0.8883,0.999917,16756,1,-3.6751
RNF8,0.88492,0.88501,0.999917,16757,0,-1.9929
ACTR1A,0.88492,0.88832,0.999917,16758,1,-1.9178
CDK1,0.88494,0.88464,0.999917,16759,0,-2.3631
SELENBP1,0.88508,0.88844,0.999917,16760,1,-0.11853
SLC44A3,0.8851,0.88847,0.999917,16761,1,-2.3666
TAF4B,0.88512,0.88848,0.999917,16762,1,-0.76928
PXMP2,0.88514,0.8885,0.999917,16763,1,-0.82812
PRRX2,0.88521,0.88856,0.999917,16764,1,-0.80927
DESI2,0.88522,0.88856,0.999917,16765,1,0.02464
BIRC2,0.88526,0.8886,0.999917,16766,1,-1.2865
CDC73,0.88528,0.88862,0.999917,16767,1,-0.9684
TCEAL2,0.88531,0.88863,0.999917,16768,1,0.14122
C1orf52,0.88538,0.88869,0.999917,16769,1,-1.7472
RPS27L,0.88539,0.8887,0.999917,16770,1,-0.16909
BEND6,0.88544,0.88875,0.999917,16771,1,-0.75636
CFAP20,0.88565,0.88535,0.999917,16772,0,-2.2983
HMCN1,0.88581,0.88907,0.999917,16773,1,-1.1391
MUSK,0.88583,0.88907,0.999917,16774,1,-0.0077574
TMEM179B,0.88585,0.88909,0.999917,16775,1,-1.2371
TTN,0.88598,0.88921,0.999917,16776,1,-4.5313
METTL3,0.88601,0.88924,0.999917,16777,1,-1.7468
RCAN2,0.8862,0.88939,0.999917,16778,1,-0.35587
NXPH3,0.88632,0.88951,0.999917,16779,1,-2.3443
EMB,0.88634,0.88953,0.999917,16780,1,-2.5259
MGST1,0.88636,0.88954,0.999917,16781,1,-0.14994
BECN1,0.8864,0.88958,0.999917,16782,1,-1.1241
OR7D4,0.88642,0.88958,0.999917,16783,1,-0.24952
CEP131,0.88647,0.88962,0.999917,16784,1,-0.33538
POGZ,0.8866,0.88972,0.999917,16785,1,-1.3729
ZNF45,0.88672,0.88683,0.999917,16786,0,-0.30693
DSCR3,0.88678,0.88986,0.999917,16787,1,-0.52521
EPGN,0.8871,0.8901,0.999917,16788,1,-0.56011
FAM184B,0.88725,0.89025,0.999917,16789,1,-0.62392
BEX1,0.88732,0.89031,0.999917,16790,1,-0.32365
RAB36,0.88737,0.89034,0.999917,16791,1,-2.7703
CSRP2BP,0.8874,0.89037,0.999917,16792,1,-1.1558
COL17A1,0.88741,0.89038,0.999917,16793,1,-1.2789
IFITM5,0.88742,0.89038,0.999917,16794,1,-0.70738
EFNA3,0.88745,0.88757,0.999917,16795,0,-4.2488
ZNF76,0.88745,0.89041,0.999917,16796,1,-0.18448
USPL1,0.88754,0.89047,0.999917,16797,1,-2.4601
AKR1C2,0.88756,0.89049,0.999917,16798,1,-1.1033
NEMF,0.88786,0.89073,0.999917,16799,1,-0.69681
ANKMY2,0.88787,0.89073,0.999917,16800,1,-1.325
ACAD8,0.88794,0.89079,0.999917,16801,1,-0.22585
QRSL1,0.88794,0.88806,0.999917,16802,0,-1.3027
HAUS6,0.88795,0.8908,0.999917,16803,1,0.22571
SMIM13,0.88805,0.89087,0.999917,16804,1,-2.7336
PRODH2,0.88809,0.89091,0.999917,16805,1,-0.042445
TRUB2,0.88809,0.88821,0.999917,16806,0,-1.4391
PLA2G10,0.88811,0.89093,0.999917,16807,1,-1.2122
SCP2D1,0.88819,0.89099,0.999917,16808,1,-1.0246
KRT25,0.88832,0.8911,0.999917,16809,1,-0.55063
SLC25A51,0.88833,0.88843,0.999917,16810,0,-0.59358
ZCCHC24,0.88853,0.89126,0.999917,16811,1,-0.00095995
RPS12,0.88856,0.89128,0.999917,16812,1,-1.109
C7orf43,0.88858,0.8913,0.999917,16813,1,-0.85473
ZNF74,0.88864,0.89134,0.999917,16814,1,-0.2945
FAM222A,0.88868,0.89137,0.999917,16815,1,-0.68949
CSF1R,0.88879,0.89145,0.999917,16816,1,-1.3722
CRISP1,0.8888,0.89146,0.999917,16817,1,-1.2623
SGMS2,0.88885,0.8915,0.999917,16818,1,-1.8437
ZNF764,0.88887,0.89151,0.999917,16819,1,0.0011957
ROCK1,0.88893,0.89156,0.999917,16820,1,-0.70496
TRANK1,0.88897,0.89158,0.999917,16821,1,-3.9186
HOXD12,0.88902,0.89162,0.999917,16822,1,-2.1517
TRIM25,0.88906,0.89166,0.999917,16823,1,-1.1771
PCDHGA5,0.88923,0.8918,0.999917,16824,1,-1.0528
CCP110,0.88933,0.88939,0.999917,16825,0,-1.2279
CARF,0.88935,0.8919,0.999917,16826,1,-0.39833
POLR3E,0.88936,0.88942,0.999917,16827,0,-0.79231
TLX1,0.8895,0.89202,0.999917,16828,1,-0.84311
SDCBP2,0.88953,0.89204,0.999917,16829,1,-0.064975
RNASE7,0.88954,0.89205,0.999917,16830,1,-1.554
IL31,0.88956,0.89207,0.999917,16831,1,0.014484
TOR1A,0.88967,0.89216,0.999917,16832,1,-2.5991
GSTA2,0.8897,0.89218,0.999917,16833,1,0.1613
BCOR,0.88973,0.8922,0.999917,16834,1,-0.58218
RPN2,0.88974,0.89221,0.999917,16835,1,-0.86521
SERPINB10,0.88976,0.89222,0.999917,16836,1,-0.18338
COPS4,0.8898,0.88988,0.999917,16837,0,-1.2468
BTBD8,0.88988,0.88996,0.999917,16838,0,-2.5338
ZDHHC23,0.88997,0.89005,0.999917,16839,0,-1.3199
INTS2,0.88998,0.89007,0.999917,16840,0,-0.062847
UROD,0.88999,0.89242,0.999917,16841,1,-1.3334
PLIN1,0.89004,0.89246,0.999917,16842,1,-0.66967
CST11,0.89021,0.8926,0.999917,16843,1,-1.8997
LOC100996634,0.89032,0.89269,0.999917,16844,1,-1.824
CARD6,0.8904,0.89275,0.999917,16845,1,-3.1846
CCDC39,0.89043,0.89277,0.999917,16846,1,-0.21998
GGCX,0.89045,0.89279,0.999917,16847,1,-1.6665
OAZ1,0.89057,0.89289,0.999917,16848,1,-0.47652
CLNS1A,0.8907,0.89299,0.999917,16849,1,-2.3625
CTAGE5,0.89075,0.89304,0.999917,16850,1,-0.86268
ZNF648,0.89099,0.89325,0.999917,16851,1,-0.80314
MADCAM1,0.89109,0.89334,0.999917,16852,1,-0.55476
EAF1,0.89111,0.8912,0.999917,16853,0,-1.5819
LOC643802,0.89111,0.89336,0.999917,16854,1,-1.7372
GPN3,0.89116,0.89126,0.999917,16855,0,-0.19426
NDUFAF2,0.89118,0.89341,0.999917,16856,1,-1.7272
ARFIP2,0.89119,0.89342,0.999917,16857,1,-0.057175
NAGPA,0.89135,0.89355,0.999917,16858,1,-0.14759
GPR137,0.89142,0.89363,0.999917,16859,1,-0.12402
ACTR3B,0.89144,0.89365,0.999917,16860,1,-0.61666
OR9Q1,0.89147,0.89368,0.999917,16861,1,-0.7328
TCEB2,0.89148,0.89109,0.999917,16862,0,-2.7311
EIF4G2,0.89151,0.89159,0.999917,16863,0,-1.0273
MYH14,0.89156,0.89376,0.999917,16864,1,-2.0053
RTN3,0.89158,0.89377,0.999917,16865,1,-0.3662
LRFN3,0.89173,0.8939,0.999917,16866,1,-2.7509
VASH1,0.89182,0.89396,0.999917,16867,1,-0.88265
PLD5,0.89184,0.89398,0.999917,16868,1,-0.43617
CACNA2D1,0.89208,0.89417,0.999917,16869,1,-1.3454
AP2A2,0.89213,0.89421,0.999917,16870,1,-0.30845
BNIP2,0.89221,0.89229,0.999917,16871,0,-0.46461
CIR1,0.89227,0.89432,0.999917,16872,1,-2.2487
PHF5A,0.89237,0.89439,0.999917,16873,1,-1.5829
PYDC2,0.89242,0.89443,0.999917,16874,1,-4.3955
ACAT1,0.89243,0.89444,0.999917,16875,1,0.12859
AK2,0.89257,0.89455,0.999917,16876,1,-2.2559
CHFR,0.89258,0.89456,0.999917,16877,1,-0.52198
HAGH,0.89262,0.89458,0.999917,16878,1,-0.37654
ANKRD34A,0.89273,0.89467,0.999917,16879,1,-2.8291
TCAF1,0.89276,0.8947,0.999917,16880,1,-0.38291
DEPDC4,0.89277,0.89471,0.999917,16881,1,-0.094477
XKR7,0.89281,0.89475,0.999917,16882,1,-0.33214
LY6G6C,0.89289,0.89482,0.999917,16883,1,-0.51414
TIA1,0.8929,0.89483,0.999917,16884,1,-2.7133
C4orf19,0.89291,0.89484,0.999917,16885,1,-0.32717
TCP11X2,0.89303,0.89493,0.999917,16886,1,-0.1802
CACNG5,0.89305,0.89495,0.999917,16887,1,-0.099742
C1orf159,0.89315,0.89503,0.999917,16888,1,-1.1603
ACKR1,0.8932,0.89507,0.999917,16889,1,-1.3576
TIMM44,0.89323,0.89329,0.999917,16890,0,-2.1843
POLD2,0.89323,0.89329,0.999917,16891,0,-1.9844
PITRM1,0.89325,0.89511,0.999917,16892,1,0.33138
DGAT2,0.89335,0.8952,0.999917,16893,1,0.13745
ARL5B,0.89344,0.89527,0.999917,16894,1,-1.5848
COPS5,0.89352,0.89359,0.999917,16895,0,-1.0485
CAPZA1,0.89353,0.89535,0.999917,16896,1,-0.86297
MBOAT7,0.89356,0.89537,0.999917,16897,1,-0.22636
MESP1,0.89359,0.89539,0.999917,16898,1,-2.3819
ARMC1,0.8936,0.8954,0.999917,16899,1,-0.34116
WDR5,0.89362,0.89542,0.999917,16900,1,-1.1278
LDB2,0.89367,0.89547,0.999917,16901,1,-0.55157
ATAD2,0.89375,0.89553,0.999917,16902,1,-1.7498
C2orf76,0.89383,0.89561,0.999917,16903,1,-0.14969
FUT7,0.89387,0.89564,0.999917,16904,1,-2.2048
MFSD3,0.894,0.89574,0.999917,16905,1,-0.24827
DAZAP1,0.89404,0.89577,0.999917,16906,1,-1.0604
OVOL2,0.89406,0.89579,0.999917,16907,1,-0.83628
SPDYE3,0.8941,0.89583,0.999917,16908,1,-0.85172
FNDC1,0.89412,0.89585,0.999917,16909,1,-0.30397
KIAA1109,0.89418,0.8959,0.999917,16910,1,-1.0158
SOX12,0.8942,0.89592,0.999917,16911,1,-3.4386
S100A5,0.89421,0.89592,0.999917,16912,1,-0.93786
RWDD2B,0.89422,0.89593,0.999917,16913,1,-0.33159
C12orf54,0.89435,0.89443,0.999917,16914,0,-0.48822
CD81,0.89453,0.89619,0.999917,16915,1,-2.1962
KRTAP10-10,0.89453,0.8962,0.999917,16916,1,-0.4302
CDHR4,0.89456,0.89622,0.999917,16917,1,-1.0177
LSM2,0.8946,0.8947,0.999917,16918,0,-3.0847
OPN4,0.89476,0.89638,0.999917,16919,1,-2.5896
ZNF99,0.89479,0.89641,0.999917,16920,1,-1.69
OR5P3,0.89485,0.89646,0.999917,16921,1,-3.8035
POLR3C,0.89492,0.89503,0.999917,16922,0,-1.2457
COPE,0.89492,0.89503,0.999917,16923,0,-1.3027
SNAP29,0.89497,0.89655,0.999917,16924,1,-0.56507
PMEL,0.89506,0.89665,0.999917,16925,1,-2.5736
JTB,0.89507,0.89666,0.999917,16926,1,-1.1881
CEP57L1,0.89508,0.89667,0.999917,16927,1,-0.53376
BCCIP,0.89511,0.8967,0.999917,16928,1,-1.0962
CSNK2B,0.89549,0.897,0.999917,16929,1,-2.9718
DDX42,0.89549,0.897,0.999917,16930,1,-0.86521
STARD7,0.89549,0.897,0.999917,16931,1,-1.1476
ANKRD42,0.89549,0.897,0.999917,16932,1,-0.16127
SNRPE,0.89549,0.897,0.999917,16933,1,-0.82111
GEMIN5,0.89552,0.89561,0.999917,16934,0,-1.4201
SLC25A46,0.89587,0.89732,0.999917,16935,1,-0.16167
DHRS7B,0.89594,0.89739,0.999917,16936,1,-0.82304
YIPF5,0.896,0.89743,0.999917,16937,1,0.071151
USP46,0.89611,0.89753,0.999917,16938,1,-0.1231
PDIA4,0.89613,0.89754,0.999917,16939,1,-1.2146
SMDT1,0.89619,0.8976,0.999917,16940,1,-1.1794
IFT20,0.89621,0.89761,0.999917,16941,1,-0.83525
REEP1,0.89622,0.89763,0.999917,16942,1,-0.26262
JMJD8,0.89626,0.89767,0.999917,16943,1,-1.011
LGALS9,0.8963,0.8977,0.999917,16944,1,-0.91543
TRPV1,0.89632,0.89772,0.999917,16945,1,0.0019776
OR8G1,0.89633,0.89772,0.999917,16946,1,-0.74502
MEI4,0.89634,0.89773,0.999917,16947,1,-1.3718
RBMY1J,0.89635,0.89775,0.999917,16948,1,-0.65514
PLCB3,0.89636,0.89775,0.999917,16949,1,-1.4851
CLPX,0.8965,0.89787,0.999917,16950,1,-1.0094
C9orf72,0.89651,0.89788,0.999917,16951,1,-1.1555
ZBTB38,0.89653,0.8979,0.999917,16952,1,-0.1838
LBP,0.89657,0.89793,0.999917,16953,1,-3.4192
GSDMC,0.89658,0.89794,0.999917,16954,1,-2.1623
NAALADL1,0.89679,0.8981,0.999917,16955,1,-0.45695
GCC2,0.89684,0.89814,0.999917,16956,1,-0.77246
ZDHHC8,0.89685,0.89816,0.999917,16957,1,-1.141
CHMP6,0.89696,0.89707,0.999917,16958,0,-2.4218
DDX58,0.89699,0.89828,0.999917,16959,1,-0.5659
SYTL1,0.897,0.89829,0.999917,16960,1,-0.51164
FAM35A,0.89706,0.89834,0.999917,16961,1,-0.63984
ABCB7,0.89709,0.89836,0.999917,16962,1,-1.2433
NLRC3,0.89712,0.89722,0.999917,16963,0,-0.46627
CHMP2A,0.89717,0.89682,0.999917,16964,0,-2.9498
ABHD13,0.89729,0.89855,0.999917,16965,1,-0.032051
NKX1-2,0.8973,0.89856,0.999917,16966,1,-0.974
PAK6,0.89732,0.89858,0.999917,16967,1,-0.79142
LHX4,0.89739,0.89864,0.999917,16968,1,-1.9056
PSTPIP2,0.8974,0.89864,0.999917,16969,1,-1.3734
GOLGA7,0.89741,0.89865,0.999917,16970,1,-1.3059
RCE1,0.89754,0.89876,0.999917,16971,1,-0.59717
CA5B,0.89756,0.89878,0.999917,16972,1,-0.13315
PRIM2,0.89762,0.89772,0.999917,16973,0,-1.0818
BCL2L11,0.89767,0.89888,0.999917,16974,1,-0.71326
MTA3,0.89774,0.89894,0.999917,16975,1,-0.6028
COL2A1,0.8978,0.89899,0.999917,16976,1,-1.2908
C3orf14,0.89788,0.89907,0.999917,16977,1,-0.64556
LRRC37A3,0.89797,0.89764,0.999917,16978,0,-2.99
SLC12A4,0.89802,0.89919,0.999917,16979,1,-0.12125
APP,0.89809,0.89924,0.999917,16980,1,-0.35767
PPP2R1A,0.89815,0.89828,0.999917,16981,0,-2.0824
LKAAEAR1,0.89819,0.89932,0.999917,16982,1,-0.6175
OSBPL11,0.89826,0.89937,0.999917,16983,1,0.11298
ARMC2,0.89829,0.89941,0.999917,16984,1,-1.9454
ISG20,0.89832,0.89943,0.999917,16985,1,-0.49156
CDH26,0.89833,0.89944,0.999917,16986,1,-2.8251
COG5,0.89836,0.89849,0.999917,16987,0,-1.1113
TMEM229B,0.89841,0.8995,0.999917,16988,1,-1.3367
RIMS4,0.89842,0.89951,0.999917,16989,1,-0.60832
RAB37,0.8986,0.89875,0.999917,16990,0,-0.84466
PRKAG2,0.89864,0.89969,0.999917,16991,1,-0.36874
TAGLN2,0.89867,0.89972,0.999917,16992,1,-0.72653
C15orf43,0.89868,0.89972,0.999917,16993,1,-0.41847
ILF2,0.89869,0.89973,0.999917,16994,1,-2.9818
TMEM61,0.8987,0.89973,0.999917,16995,1,-1.7177
C1QL4,0.89874,0.89977,0.999917,16996,1,-1.0695
RIPK3,0.89882,0.89983,0.999917,16997,1,-2.6685
GALNT15,0.89883,0.89985,0.999917,16998,1,-0.10624
ZNF425,0.89884,0.89986,0.999917,16999,1,-0.4197
ETNK1,0.89894,0.89994,0.999917,17000,1,-3.5676
SAMD10,0.89896,0.89996,0.999917,17001,1,-0.1475
SAP25,0.89898,0.89997,0.999917,17002,1,-0.73614
SEMA4G,0.89904,0.90003,0.999917,17003,1,-0.52957
ZNF326,0.89908,0.90006,0.999917,17004,1,-0.57915
PCMT1,0.89909,0.90006,0.999917,17005,1,-0.4597
C15orf48,0.89911,0.90009,0.999917,17006,1,-1.01
SYT9,0.8992,0.90017,0.999917,17007,1,-1.9902
CCDC89,0.89927,0.90023,0.999917,17008,1,-1.0005
C3orf36,0.89929,0.90024,0.999917,17009,1,-0.38265
KLK5,0.89931,0.90026,0.999917,17010,1,-0.74026
MFAP4,0.89951,0.90044,0.999917,17011,1,-2.4727
APCDD1L,0.89964,0.90055,0.999917,17012,1,-2.2792
ZCCHC9,0.89965,0.90056,0.999917,17013,1,-0.021936
STK16,0.89967,0.90057,0.999917,17014,1,-0.49076
TBKBP1,0.89969,0.90059,0.999917,17015,1,-0.74087
TFRC,0.89976,0.90065,0.999917,17016,1,-0.65119
LINC01272,0.89979,0.90067,0.999917,17017,1,-2.9645
NOC2L,0.8998,0.90068,0.999917,17018,1,-1.0631
ARV1,0.89998,0.90081,0.999917,17019,1,-0.30943
CLRN1,0.90002,0.90084,0.999917,17020,1,-1.2211
SNX5,0.90014,0.90093,0.999917,17021,1,-2.1574
EGFLAM,0.90015,0.90094,0.999917,17022,1,-0.48833
PPP1R3C,0.90017,0.90097,0.999917,17023,1,-2.2939
EEF2KMT,0.90037,0.90115,0.999917,17024,1,-1.9348
VEZT,0.90051,0.90126,0.999917,17025,1,-2.1536
ST13,0.90055,0.90129,0.999917,17026,1,-1.608
ARF6,0.90057,0.90131,0.999917,17027,1,-2.1572
BIRC5,0.90058,0.90132,0.999917,17028,1,-2.4775
