id,negative selection score,negative selection p-value,negative selection rank
SCGB2B2,0.73673,0.73689,14298
METTL20,0.73676,0.73692,14299
CHN2,0.73679,0.73695,14300
NUDCD1,0.73689,0.73705,14301
ZNF721,0.73695,0.73711,14302
ZNF280B,0.73698,0.73713,14303
GAPT,0.73703,0.73718,14304
PTP4A1,0.73712,0.73727,14305
WFIKKN2,0.73715,0.7373,14306
YWHAQ,0.7372,0.73735,14307
CTAGE15,0.73722,0.73737,14308
NR2C1,0.73724,0.73739,14309
CCDC89,0.73729,0.73743,14310
XPO4,0.73734,0.73747,14311
LYPLA2,0.7374,0.73752,14312
ZNF614,0.73742,0.73753,14313
C2orf80,0.73754,0.73765,14314
SLC6A2,0.73756,0.73767,14315
SLCO2B1,0.73757,0.73768,14316
CWF19L1,0.73759,0.7377,14317
TOR2A,0.73764,0.73776,14318
SRGAP3,0.73768,0.73779,14319
SCTR,0.73773,0.73783,14320
MSX2,0.73789,0.73798,14321
OR51B4,0.73791,0.738,14322
RASSF8,0.73794,0.73803,14323
PPP4C,0.73801,0.7381,14324
NOX5,0.73821,0.73829,14325
GPR65,0.73828,0.73835,14326
FZR1,0.73838,0.73845,14327
PTPDC1,0.7385,0.73856,14328
DLX2,0.73856,0.73861,14329
ZNF664,0.73861,0.73867,14330
PPM1D,0.73864,0.73871,14331
ELF5,0.73866,0.73873,14332
UBQLN3,0.7387,0.73877,14333
CLDN19,0.73871,0.73878,14334
MRGPRG,0.73884,0.73889,14335
RANBP3,0.73891,0.73897,14336
ZSCAN31,0.73892,0.73899,14337
PPIB,0.73898,0.73904,14338
RPL38,0.7391,0.73917,14339
VCAM1,0.73913,0.7392,14340
MAGEA9B,0.73916,0.73864,14341
TSR2,0.73922,0.73929,14342
OGFRL1,0.7393,0.73938,14343
CACNG6,0.73939,0.73948,14344
PARP10,0.73941,0.73949,14345
DACT3,0.73948,0.73955,14346
PRMT6,0.73959,0.73967,14347
RGS10,0.7396,0.73969,14348
LDLRAD4,0.73966,0.73975,14349
TEX28,0.73971,0.73981,14350
REEP4,0.73978,0.73988,14351
SSPO,0.73983,0.73993,14352
EI24,0.73994,0.74003,14353
SCAMP2,0.73995,0.74005,14354
ABCF2,0.74002,0.74012,14355
EGLN2,0.74014,0.74025,14356
MFSD12,0.74016,0.74027,14357
VASH2,0.74021,0.74033,14358
MMGT1,0.74031,0.74042,14359
C19orf24,0.74039,0.74049,14360
ADM,0.74044,0.74055,14361
NDUFAF4,0.74055,0.74064,14362
FETUB,0.74058,0.74068,14363
ENKUR,0.7406,0.7407,14364
CLDN15,0.74061,0.74071,14365
TTC23,0.74064,0.74074,14366
PLEKHF1,0.74068,0.74078,14367
STX19,0.74073,0.74083,14368
CASP7,0.74079,0.74088,14369
TFE3,0.74084,0.74094,14370
RET,0.74086,0.74095,14371
TK2,0.74088,0.74097,14372
PLA2G4D,0.74095,0.74105,14373
OCRL,0.74095,0.74105,14374
STC2,0.74103,0.74112,14375
WRAP53,0.74112,0.74121,14376
COL8A1,0.74119,0.74127,14377
C6orf99,0.74128,0.74137,14378
GADD45GIP1,0.74138,0.74148,14379
GDAP1,0.74147,0.74156,14380
ZNF449,0.74148,0.74157,14381
C17orf85,0.74155,0.74164,14382
SLC27A1,0.74174,0.74181,14383
NPAS3,0.74185,0.74192,14384
CDC25C,0.74186,0.74193,14385
LETMD1,0.74188,0.74195,14386
LOC100129361,0.74199,0.74206,14387
FOXC1,0.742,0.74208,14388
MGLL,0.74202,0.74209,14389
DNAH8,0.74204,0.74211,14390
ALKBH8,0.74207,0.74214,14391
BUD31,0.74212,0.74219,14392
DNPH1,0.74221,0.74229,14393
BMP3,0.74223,0.74229,14394
TAF1D,0.74225,0.74231,14395
TREML4,0.74226,0.74233,14396
C17orf89,0.74233,0.7424,14397
QTRT1,0.74237,0.74244,14398
FAM32A,0.74242,0.74249,14399
SREK1IP1,0.74245,0.74254,14400
RNF111,0.74254,0.74262,14401
DDHD2,0.74263,0.74272,14402
OR51F2,0.74265,0.74275,14403
DOCK11,0.7427,0.74279,14404
MEX3B,0.7428,0.74289,14405
CKLF,0.74285,0.74295,14406
MPV17,0.74292,0.74301,14407
OR1I1,0.74295,0.74304,14408
DENR,0.74299,0.74308,14409
MAPK6,0.74301,0.74309,14410
HLTF,0.74321,0.74332,14411
AMIGO3,0.74328,0.74339,14412
RNASEH2C,0.7433,0.74341,14413
SOGA3,0.74333,0.74343,14414
LOC100506688,0.74354,0.74366,14415
C5orf49,0.74356,0.74367,14416
EFCAB5,0.74358,0.74313,14417
DARC,0.74361,0.74372,14418
PCDHGB6,0.74366,0.74311,14419
KIF20B,0.74378,0.7439,14420
CDH9,0.74382,0.74393,14421
C19orf12,0.74383,0.74395,14422
HAPLN3,0.74385,0.74397,14423
NELFCD,0.7439,0.74401,14424
SLC10A1,0.74395,0.74406,14425
ARFGAP2,0.74397,0.74409,14426
CBLN2,0.74414,0.74426,14427
CLEC3B,0.74421,0.74433,14428
PATE1,0.74425,0.74437,14429
MED25,0.74432,0.74444,14430
UQCR10,0.74433,0.74446,14431
TMC2,0.74435,0.74447,14432
RALGDS,0.74439,0.74452,14433
FBL,0.74442,0.74455,14434
C10orf88,0.74445,0.74459,14435
RPGRIP1L,0.74452,0.74465,14436
FBXL6,0.74456,0.74469,14437
PTPRJ,0.74469,0.74481,14438
HSD17B4,0.74471,0.74482,14439
HIST1H4B,0.7448,0.7449,14440
ZNF584,0.74485,0.74495,14441
PLXNA4,0.74488,0.74499,14442
CDHR1,0.7449,0.745,14443
RCAN2,0.74505,0.74518,14444
PION,0.74512,0.74457,14445
HOXC8,0.74516,0.74527,14446
PLGLB2,0.74519,0.74563,14447
NPM1,0.74523,0.74534,14448
QRFP,0.74524,0.74536,14449
SRY,0.74528,0.74539,14450
PNPT1,0.74533,0.74544,14451
NRXN3,0.74541,0.74554,14452
SPG11,0.74543,0.74555,14453
RORC,0.74546,0.74559,14454
SLC25A25,0.74546,0.74559,14455
TNFRSF18,0.7456,0.74574,14456
KMT2E,0.74565,0.7458,14457
SPATA31A6,0.74567,0.74581,14458
ZCCHC2,0.74588,0.74602,14459
DEFB118,0.74591,0.74605,14460
ERAP2,0.74593,0.74607,14461
PLXNB3,0.74594,0.74609,14462
ADAMTSL2,0.74596,0.74611,14463
CTU2,0.74601,0.74615,14464
SPSB2,0.74603,0.74618,14465
COL21A1,0.74606,0.74622,14466
NISCH,0.74608,0.74624,14467
SECISBP2L,0.7461,0.74625,14468
DPH5,0.74627,0.74642,14469
APOA1,0.74637,0.74653,14470
KLRC1,0.74649,0.74665,14471
OPLAH,0.74652,0.74669,14472
CAPNS2,0.74658,0.74673,14473
GPR15,0.74659,0.74676,14474
BARX1,0.74664,0.74681,14475
C7orf49,0.74675,0.74692,14476
ATXN1,0.74676,0.74694,14477
TGIF2LY,0.74683,0.74701,14478
CTDNEP1,0.74687,0.74706,14479
MAT2A,0.7469,0.74708,14480
ANKRD2,0.74695,0.74714,14481
SLC5A10,0.747,0.74719,14482
GCA,0.74702,0.7472,14483
GALNT18,0.74709,0.74727,14484
EVI5,0.74717,0.74736,14485
ZMAT5,0.74719,0.74738,14486
LENG1,0.74721,0.74739,14487
MED13L,0.74722,0.74741,14488
SLC36A4,0.74726,0.74745,14489
STXBP5L,0.74727,0.74747,14490
PLA2G6,0.74729,0.74748,14491
ARHGAP32,0.74731,0.74749,14492
UBASH3B,0.74736,0.74754,14493
SPAG8,0.74742,0.7476,14494
CSN2,0.74763,0.74781,14495
USP12,0.74767,0.74785,14496
SLC39A9,0.74768,0.74786,14497
SSBP3,0.74775,0.74794,14498
SP6,0.74785,0.74804,14499
EGFL6,0.74787,0.74806,14500
SHH,0.74789,0.74809,14501
SERPINA5,0.74791,0.74812,14502
NID2,0.74795,0.74815,14503
PRKG1,0.74801,0.74821,14504
TNFAIP2,0.74807,0.74827,14505
TTC23L,0.74809,0.74829,14506
C7orf71,0.74821,0.7484,14507
C6orf223,0.74828,0.74847,14508
AKAP6,0.74829,0.74849,14509
DERL2,0.74833,0.74853,14510
PRKAR1A,0.74835,0.74855,14511
MOB3B,0.74841,0.74862,14512
CT45A5,0.74845,0.7487,14513
C6orf89,0.74848,0.74869,14514
LGALS7,0.7485,0.74871,14515
DPYSL3,0.74851,0.74872,14516
FAM83F,0.74854,0.74875,14517
STMN4,0.7486,0.74879,14518
SUGP2,0.74867,0.74885,14519
NAA15,0.7487,0.74888,14520
CD7,0.74874,0.74892,14521
C7orf72,0.74875,0.74894,14522
RRP8,0.74882,0.74901,14523
ABCD2,0.74907,0.74927,14524
MANF,0.74911,0.74931,14525
CFL2,0.74916,0.74936,14526
C4orf27,0.74925,0.74945,14527
RNF182,0.74928,0.74948,14528
ZNF585B,0.74929,0.7495,14529
HLA-B,0.74933,0.74953,14530
GIT2,0.74946,0.74967,14531
HIST2H3A,0.7495,0.74969,14532
PDLIM2,0.74953,0.74972,14533
CBLC,0.74958,0.74977,14534
TRAPPC1,0.7496,0.74979,14535
GLT8D1,0.74961,0.7498,14536
LRRC18,0.74983,0.75002,14537
OXSR1,0.74988,0.75008,14538
CPNE7,0.7499,0.7501,14539
OR3A2,0.74994,0.75013,14540
RSL24D1,0.74995,0.75015,14541
TMPRSS9,0.74997,0.75016,14542
TXNDC5,0.74999,0.75018,14543
PLA2G4F,0.75007,0.75025,14544
BHLHE40,0.75012,0.7503,14545
EVX2,0.75019,0.75037,14546
FAM110C,0.75021,0.75038,14547
ABHD5,0.75022,0.75041,14548
GINS3,0.75034,0.75052,14549
SGSM2,0.75037,0.75055,14550
LCMT1,0.75039,0.75056,14551
DUSP21,0.75049,0.75067,14552
PAPOLG,0.75051,0.75069,14553
FSD1L,0.75053,0.75072,14554
TP63,0.75059,0.75078,14555
CEP170,0.75064,0.75084,14556
UHRF1,0.75067,0.75086,14557
CTNNAL1,0.75071,0.7509,14558
STX6,0.75074,0.75094,14559
LATS2,0.75078,0.75097,14560
SHB,0.75083,0.75102,14561
OR4C11,0.75085,0.75104,14562
EPHB4,0.7509,0.75108,14563
GNB3,0.75096,0.75115,14564
TBXAS1,0.75108,0.75127,14565
CCL13,0.75116,0.75135,14566
TMBIM1,0.75123,0.75143,14567
TTC34,0.75127,0.75146,14568
SCGB1C1,0.75131,0.75095,14569
DVL2,0.75133,0.75153,14570
CSPG4,0.75148,0.75168,14571
OFD1,0.75155,0.75178,14572
ABCB8,0.75158,0.75182,14573
PROS1,0.75163,0.75188,14574
XRCC6,0.75167,0.75192,14575
CLEC2B,0.7517,0.75195,14576
SWAP70,0.75172,0.75196,14577
IL10RA,0.75175,0.752,14578
ELOVL4,0.75179,0.75203,14579
FAM9B,0.75182,0.75205,14580
PNPLA1,0.75195,0.75218,14581
TMEM207,0.75209,0.75232,14582
SMAD9,0.7521,0.75234,14583
EPC1,0.75217,0.75241,14584
NANP,0.75219,0.75242,14585
DFNA5,0.75227,0.7525,14586
LMAN2L,0.75241,0.75264,14587
GPR3,0.75246,0.75268,14588
OR7G3,0.75251,0.75272,14589
ATP9B,0.75253,0.75274,14590
CCDC160,0.75253,0.75274,14591
HBB,0.75261,0.75282,14592
MYADM,0.75267,0.75287,14593
PPP1R21,0.75276,0.75297,14594
LOC152586,0.75281,0.75301,14595
DNAJB11,0.75287,0.75309,14596
ARMC9,0.75299,0.75321,14597
SIPA1L1,0.75304,0.75325,14598
CASKIN2,0.75306,0.75327,14599
TNNC1,0.75311,0.75331,14600
RPS19BP1,0.75319,0.7534,14601
LEPREL4,0.75327,0.75348,14602
SRD5A1,0.75329,0.75351,14603
WFDC5,0.75336,0.75357,14604
SMYD2,0.75347,0.7537,14605
ANGPT1,0.75354,0.75375,14606
PGAM5,0.75361,0.75382,14607
NPSR1,0.75364,0.75385,14608
PCDHGB1,0.7537,0.75306,14609
LNX1,0.75371,0.75392,14610
ZNF77,0.75381,0.75401,14611
WDR72,0.75382,0.75403,14612
MMD2,0.75384,0.75405,14613
C3orf30,0.75386,0.75407,14614
SRP14,0.75391,0.75412,14615
TMEM218,0.75394,0.75415,14616
AARS,0.75406,0.75427,14617
OR5K1,0.75412,0.75434,14618
AAED1,0.75414,0.75435,14619
LCN12,0.75419,0.75441,14620
SLIT2,0.75419,0.75385,14621
TIMM13,0.75432,0.75454,14622
C15orf57,0.75441,0.75462,14623
TRIM62,0.75451,0.75472,14624
NUP43,0.75452,0.75474,14625
NXF5,0.75454,0.75475,14626
OPRD1,0.75457,0.7548,14627
CLDN23,0.7546,0.75482,14628
TUT1,0.75468,0.75491,14629
MUM1L1,0.75472,0.75496,14630
POM121L2,0.75474,0.75498,14631
ACKR2,0.75477,0.75502,14632
DRC1,0.75484,0.75508,14633
PET100,0.75486,0.75509,14634
OR52K2,0.75489,0.75513,14635
MRPS10,0.75494,0.75518,14636
RAB3IL1,0.75514,0.75539,14637
TNFRSF1B,0.7552,0.75546,14638
ZNF714,0.75521,0.75545,14639
SEC16A,0.75524,0.75549,14640
PHF23,0.75525,0.75551,14641
NUP160,0.7553,0.75555,14642
DDX28,0.75537,0.75561,14643
CLSTN2,0.7554,0.75563,14644
AIFM3,0.75542,0.75565,14645
ZSCAN25,0.7555,0.75574,14646
CORO7-PAM16,0.75554,0.75577,14647
ATF7,0.75558,0.75582,14648
LIMA1,0.75563,0.75587,14649
ETFA,0.75565,0.75589,14650
CTDP1,0.75568,0.75593,14651
ARFGAP3,0.75578,0.75603,14652
SLC45A3,0.75582,0.75607,14653
ARHGEF6,0.75582,0.75607,14654
NFYC,0.75586,0.7561,14655
STT3B,0.75586,0.7561,14656
APOBEC2,0.75588,0.75613,14657
HSD17B10,0.75595,0.7562,14658
OR9G4,0.75599,0.75625,14659
APPL2,0.75611,0.75637,14660
TAF7,0.75616,0.75642,14661
C11orf45,0.7562,0.75645,14662
RPS23,0.75621,0.75647,14663
PTBP1,0.75623,0.75648,14664
RAB3A,0.75628,0.75652,14665
ROBO2,0.7563,0.75654,14666
C5,0.75631,0.75656,14667
SCIMP,0.75635,0.7566,14668
HILPDA,0.75641,0.75667,14669
ALOX15,0.75645,0.75671,14670
DDO,0.75648,0.75674,14671
SHISA7,0.75649,0.75676,14672
KIFC3,0.75651,0.75678,14673
ERP44,0.75653,0.7568,14674
PDLIM3,0.75656,0.75683,14675
OR52N5,0.75662,0.75688,14676
SLC12A9,0.75672,0.75699,14677
MYO1F,0.75677,0.75705,14678
ODF2,0.75679,0.75706,14679
KCNJ5,0.75681,0.75708,14680
PLSCR3,0.75687,0.75714,14681
TARBP1,0.7569,0.75717,14682
EVPL,0.75699,0.75726,14683
HDDC3,0.75702,0.75729,14684
GFPT1,0.7571,0.75737,14685
C9orf66,0.75714,0.75741,14686
SLC35G3,0.75717,0.75745,14687
PKN2,0.7572,0.75748,14688
BEND6,0.75729,0.75757,14689
GAS2L2,0.7573,0.75758,14690
SLC35A4,0.75738,0.75767,14691
TPGS1,0.7574,0.7577,14692
RGS8,0.75755,0.75783,14693
SSTR3,0.75758,0.75786,14694
ANKRD12,0.75761,0.7579,14695
SNPH,0.75788,0.75817,14696
ATP5G1,0.75789,0.75819,14697
TIAM1,0.75802,0.75833,14698
ZNF837,0.75804,0.75834,14699
CRISP1,0.75816,0.75846,14700
ALDH5A1,0.75821,0.75851,14701
CNR1,0.75824,0.75854,14702
HIST4H4,0.75825,0.75856,14703
GIPC1,0.75839,0.7587,14704
ABLIM3,0.75843,0.75874,14705
COL23A1,0.75845,0.75875,14706
ZNF442,0.7585,0.75879,14707
KRTAP19-7,0.75858,0.75888,14708
GNRH1,0.75866,0.75897,14709
EED,0.75871,0.75902,14710
PMPCB,0.7588,0.75909,14711
KBTBD7,0.75885,0.75916,14712
RPL15,0.75891,0.75921,14713
GP1BB,0.75893,0.75924,14714
RPS8,0.75898,0.75928,14715
GSTM5,0.75898,0.75917,14716
MRPS26,0.75899,0.7593,14717
SIGLECL1,0.75901,0.75932,14718
PTPRU,0.75902,0.75933,14719
PKIB,0.75904,0.75935,14720
ZFP82,0.75907,0.75938,14721
PARP11,0.75911,0.75941,14722
SQSTM1,0.75912,0.75943,14723
TCP10L,0.75943,0.75973,14724
ME3,0.75945,0.75975,14725
LHX4,0.75947,0.75977,14726
CNTNAP4,0.75953,0.75982,14727
BAZ2A,0.75956,0.75985,14728
PBX1,0.7596,0.75988,14729
IP6K1,0.75961,0.7599,14730
DGKH,0.75967,0.75995,14731
BIRC6,0.75971,0.76,14732
SIGLEC7,0.75973,0.76002,14733
ACER2,0.75978,0.76005,14734
TRAPPC2L,0.75981,0.76009,14735
GK,0.75983,0.7601,14736
RANBP1,0.75996,0.76023,14737
GBP1,0.75999,0.76026,14738
CWC25,0.76013,0.76041,14739
SYCN,0.7602,0.76047,14740
SBNO1,0.76022,0.76049,14741
DCAF7,0.76023,0.76051,14742
RPL13,0.76027,0.76054,14743
AMER2,0.76028,0.76055,14744
FIGNL2,0.76035,0.76062,14745
PTPLAD1,0.76036,0.76064,14746
KRTAP5-7,0.76044,0.76073,14747
SIX3,0.76053,0.7608,14748
LRRFIP1,0.76057,0.76085,14749
SNX30,0.76059,0.76087,14750
PI4K2A,0.76061,0.76088,14751
PHOSPHO2,0.76062,0.76089,14752
FAM60A,0.76066,0.76092,14753
FAM167B,0.7607,0.76097,14754
HNRNPH3,0.76074,0.76101,14755
EFCAB3,0.76077,0.76104,14756
TPRA1,0.76079,0.76106,14757
MAP3K5,0.76082,0.76108,14758
ARC,0.76087,0.76114,14759
SLC25A14,0.7609,0.76117,14760
TMEM161A,0.76092,0.76118,14761
UPF3B,0.76093,0.7612,14762
UBE2K,0.76109,0.76135,14763
SPATA18,0.76111,0.76136,14764
SP110,0.76116,0.76142,14765
DACT1,0.76118,0.76143,14766
MTFMT,0.76127,0.76152,14767
KANSL1,0.76129,0.76153,14768
ZMYM2,0.76131,0.76155,14769
SRSF5,0.76137,0.76161,14770
LALBA,0.76141,0.76165,14771
NAE1,0.76145,0.76169,14772
HRCT1,0.7615,0.76175,14773
KLC2,0.76152,0.76176,14774
HRH4,0.76153,0.76177,14775
MCCC2,0.76155,0.76179,14776
KRTAP4-3,0.76166,0.76191,14777
FAAH2,0.7617,0.76195,14778
AGBL3,0.76202,0.76228,14779
KCNJ3,0.76204,0.7623,14780
TLR8,0.76207,0.76233,14781
TOX,0.76218,0.76244,14782
UBE2G1,0.7622,0.76246,14783
RBM3,0.76225,0.76251,14784
LPAR6,0.76244,0.7627,14785
ACAD8,0.76247,0.76274,14786
FAM171A1,0.7625,0.76278,14787
CNDP1,0.76255,0.76283,14788
TMEM48,0.7626,0.76285,14789
SYNPO2L,0.76267,0.76296,14790
CCDC101,0.76267,0.76296,14791
CCDC42B,0.76284,0.76312,14792
DSN1,0.76286,0.76314,14793
HAP1,0.76288,0.76315,14794
CPA4,0.76291,0.76319,14795
ANGPTL4,0.76297,0.76327,14796
FIS1,0.76299,0.76328,14797
NRN1,0.76305,0.76334,14798
OR52K1,0.7631,0.76339,14799
MYCL,0.76312,0.76341,14800
VPS33B,0.76313,0.76342,14801
DIRC1,0.7632,0.76348,14802
MSTO1,0.76321,0.76349,14803
RAB5B,0.76328,0.76355,14804
KRTAP5-11,0.76331,0.76359,14805
CTPS1,0.76333,0.7636,14806
CCM2L,0.76339,0.76367,14807
PPIAL4G,0.76354,0.7632,14808
EVA1A,0.7636,0.76388,14809
LY6G6D,0.76371,0.76399,14810
MAP3K19,0.76381,0.76408,14811
MCTP1,0.76389,0.76417,14812
OR4N5,0.76396,0.76422,14813
TUSC2,0.76398,0.76425,14814
RTCB,0.76404,0.76369,14815
SCP2D1,0.76413,0.76442,14816
ST3GAL6,0.76416,0.76445,14817
RECQL,0.76421,0.76449,14818
ZNF260,0.76428,0.76457,14819
LEF1,0.76434,0.76462,14820
NCAPH,0.76439,0.76467,14821
SNX5,0.76441,0.76468,14822
FHOD3,0.76447,0.76475,14823
PRSS21,0.7645,0.76478,14824
GRM3,0.76455,0.76483,14825
ZMAT3,0.76458,0.76487,14826
KXD1,0.7646,0.76489,14827
SRCAP,0.76461,0.76491,14828
HHATL,0.76466,0.76495,14829
COX6A1,0.76469,0.76497,14830
TSNAX,0.76484,0.76511,14831
ZIC2,0.76493,0.76521,14832
SH3BGRL2,0.76529,0.76561,14833
PLCXD2,0.7653,0.76562,14834
WDR41,0.76534,0.76566,14835
DESI2,0.76538,0.76571,14836
KLF11,0.76543,0.76576,14837
RFWD2,0.76545,0.76577,14838
SMIM12,0.76554,0.76588,14839
PGM2,0.7657,0.76603,14840
TECPR2,0.76574,0.76606,14841
RSPO2,0.76577,0.76609,14842
C17orf62,0.7658,0.76612,14843
MOK,0.76585,0.76617,14844
NMNAT1,0.76591,0.76623,14845
SPARC,0.76593,0.76624,14846
TRERF1,0.76601,0.76632,14847
LOC147646,0.76617,0.76647,14848
F12,0.76631,0.76662,14849
PHF17,0.76644,0.76675,14850
CXorf51B,0.76646,0.76574,14851
SETBP1,0.76655,0.76685,14852
HLA-C,0.76658,0.76689,14853
UGP2,0.76663,0.76692,14854
PYGB,0.76664,0.76694,14855
TUBGCP3,0.76668,0.76697,14856
LIPG,0.76669,0.76699,14857
GOLGA7B,0.76674,0.76703,14858
DEFB107B,0.76682,0.76609,14859
ARPC1B,0.76696,0.76726,14860
DHRS9,0.76701,0.76732,14861
GMIP,0.76707,0.76738,14862
SYCE2,0.76711,0.76741,14863
FAM149A,0.76734,0.76764,14864
SPIN2A,0.76739,0.7677,14865
SNUPN,0.76746,0.76777,14866
KLK12,0.76766,0.76799,14867
HBA1,0.76771,0.76804,14868
NHS,0.76774,0.76808,14869
SLFN12L,0.7678,0.76813,14870
MMD,0.76782,0.76815,14871
HPS4,0.76788,0.76821,14872
VAC14,0.76792,0.76824,14873
ZCCHC14,0.76793,0.76826,14874
FXYD1,0.76798,0.76831,14875
TSPAN9,0.76808,0.76841,14876
VWA8,0.76822,0.76853,14877
PRKAG1,0.76834,0.76866,14878
SOCS7,0.76844,0.76876,14879
TRPV4,0.76845,0.76877,14880
GUCY2C,0.76847,0.76879,14881
CD160,0.76857,0.76888,14882
XPO5,0.76869,0.76899,14883
MEFV,0.76874,0.76904,14884
NARR,0.76875,0.76906,14885
BFAR,0.76877,0.76908,14886
INTS9,0.76879,0.7691,14887
MS4A12,0.76882,0.76914,14888
GCSAML,0.76887,0.76918,14889
RALGAPA1,0.76888,0.76919,14890
PCDH11Y,0.76894,0.76925,14891
DPYSL5,0.76898,0.76928,14892
SLC39A6,0.76901,0.76931,14893
LRFN3,0.76904,0.76934,14894
TMEM82,0.76918,0.76949,14895
ATP6V1E2,0.76926,0.76956,14896
BCAP31,0.76929,0.76959,14897
TRAT1,0.76929,0.76946,14898
OR4X1,0.76935,0.76965,14899
TRUB1,0.7695,0.76978,14900
SPDYA,0.76953,0.76981,14901
UNKL,0.76956,0.76984,14902
BOD1L2,0.76969,0.76996,14903
UPP2,0.7697,0.76998,14904
GLG1,0.76972,0.76999,14905
DECR2,0.76978,0.77005,14906
CD209,0.7698,0.77006,14907
YIPF7,0.76981,0.77008,14908
ALG1,0.76992,0.7702,14909
MTRNR2L1,0.76994,0.76958,14910
STH,0.76995,0.77023,14911
C14orf1,0.76997,0.77024,14912
FAM20B,0.77005,0.77032,14913
WSB2,0.77021,0.77049,14914
IREB2,0.77022,0.7705,14915
NAP1L5,0.77024,0.77052,14916
CDK2,0.77025,0.77054,14917
BIK,0.77032,0.7706,14918
SGCB,0.77038,0.77065,14919
TM6SF2,0.77039,0.77067,14920
CXorf23,0.77041,0.77068,14921
JOSD2,0.77046,0.77074,14922
SWT1,0.77052,0.77072,14923
TSPAN4,0.77055,0.77083,14924
OR2G3,0.77058,0.77087,14925
OR10R2,0.7706,0.77088,14926
STYX,0.77069,0.77099,14927
GPR62,0.77071,0.771,14928
SLC35G6,0.77076,0.77105,14929
CD180,0.77077,0.77106,14930
RNF26,0.77083,0.77113,14931
RAB18,0.77102,0.77129,14932
CCDC30,0.77104,0.77131,14933
SLC1A7,0.7711,0.77136,14934
FAM49A,0.77116,0.77143,14935
LYPD1,0.77118,0.77144,14936
TRMT2A,0.77121,0.77147,14937
ID3,0.77124,0.77151,14938
DHRS7,0.77126,0.77152,14939
SPOPL,0.77135,0.7716,14940
POLR2J2,0.77137,0.77102,14941
CRH,0.7714,0.77166,14942
WIPF1,0.77145,0.77172,14943
ITK,0.77149,0.77176,14944
GSDMD,0.77151,0.77177,14945
RASSF6,0.77154,0.77181,14946
KHDRBS1,0.77157,0.77184,14947
SHCBP1,0.77163,0.7719,14948
KRTAP7-1,0.77173,0.77199,14949
FOXO1,0.77184,0.77209,14950
OR51T1,0.77188,0.77214,14951
NR4A2,0.77198,0.77223,14952
PRPF19,0.77201,0.77225,14953
DHPS,0.77215,0.77239,14954
RANBP3L,0.7722,0.77187,14955
ZNF445,0.77221,0.77245,14956
PAIP2,0.77226,0.7725,14957
AP3B1,0.77227,0.77252,14958
FNBP4,0.7723,0.77254,14959
MITD1,0.77235,0.77259,14960
CDX4,0.77238,0.77262,14961
C11orf88,0.77243,0.77268,14962
DEFB127,0.77248,0.77272,14963
BRMS1,0.77259,0.77283,14964
FAM169A,0.77273,0.77297,14965
GJD3,0.77276,0.773,14966
STAG3,0.7728,0.77305,14967
MYO15A,0.77285,0.77309,14968
SIRT5,0.7729,0.77314,14969
CNTF,0.77296,0.7732,14970
ATP13A5,0.77299,0.77323,14971
ACADSB,0.77304,0.77327,14972
BARX2,0.77311,0.77336,14973
GRPEL2,0.77313,0.77337,14974
GMPR2,0.77315,0.77339,14975
FZD1,0.77319,0.77344,14976
SLC25A43,0.77322,0.77348,14977
NOS2,0.77332,0.77356,14978
UBE2H,0.77347,0.77371,14979
CPA1,0.77353,0.77377,14980
PELI1,0.77361,0.77385,14981
ZNF559,0.77363,0.77387,14982
GTDC1,0.77364,0.77388,14983
TEX37,0.77367,0.7739,14984
AADACL4,0.77367,0.7739,14985
RGPD6,0.77371,0.77305,14986
COA3,0.7738,0.77402,14987
NPIPA5,0.77382,0.77397,14988
SOX18,0.77397,0.77419,14989
KCNH3,0.77398,0.77421,14990
DMRT2,0.77402,0.77426,14991
MAPK1,0.77408,0.77429,14992
LOC100130705,0.77411,0.77432,14993
PRKAG3,0.77412,0.77433,14994
MRPS33,0.77416,0.77437,14995
TRIM74,0.77423,0.77383,14996
RPS4Y2,0.77423,0.77444,14997
DMGDH,0.77431,0.77452,14998
PRPF18,0.77433,0.77453,14999
MPPED2,0.77447,0.77467,15000
HOXC6,0.77451,0.77472,15001
KCNK6,0.77459,0.77481,15002
PGPEP1L,0.77464,0.77486,15003
SPATA24,0.77468,0.7749,15004
AHSA2,0.7747,0.77492,15005
JRK,0.77471,0.77494,15006
CNN3,0.77474,0.77497,15007
HIBCH,0.77487,0.77511,15008
MAT1A,0.77493,0.77517,15009
ZDHHC3,0.77499,0.77525,15010
CAPN9,0.77502,0.77527,15011
FAM196B,0.77507,0.77532,15012
SRD5A3,0.7751,0.77535,15013
CYBB,0.77511,0.77536,15014
COX6A2,0.77525,0.77549,15015
KHDC1L,0.77541,0.77566,15016
GTF2H2,0.77542,0.77568,15017
C20orf112,0.77547,0.77572,15018
KRTAP10-9,0.77549,0.77573,15019
GSTA2,0.7755,0.77512,15020
KCND1,0.7755,0.77575,15021
AURKB,0.77556,0.77581,15022
LRRC2,0.77558,0.77582,15023
ZNF131,0.77565,0.77589,15024
TP53BP1,0.77567,0.77591,15025
PLAGL1,0.77572,0.77594,15026
PRH1,0.77576,0.776,15027
ADC,0.77602,0.77626,15028
CSTL1,0.77604,0.77627,15029
MZB1,0.77606,0.77629,15030
SDHB,0.77607,0.7763,15031
GORASP1,0.77609,0.77632,15032
DUSP16,0.77622,0.77644,15033
