id,d7_chemo__d7_control||num,d7_chemo__d7_control||neg|p-value,d7_chemo__d7_control||neg|fdr,d7_chemo__d7_control||neg|rank,d7_chemo__d7_control||neg|goodsgrna,d7_chemo__d7_control||pos|p-value,d7_chemo__d7_control||pos|fdr,d7_chemo__d7_control||pos|rank,d7_chemo__d7_control||pos|goodsgrna,d7_chemo__d7_control||log2FoldChange
BCL7B,2,0.49416,0.996322,11548,1,0.36315,0.994322,8482,1,-1.8797
RAE1,3,0.34976,0.996322,6980,2,0.39568,0.994322,7761,1,-1.881
ATP5J,2,0.22972,0.989072,5025,2,0.86051,0.998318,18402,0,-1.8822
C1QL1,3,0.1148,0.976462,2106,3,0.95251,0.998896,20376,0,-1.8824
CDKN2B,3,0.36845,0.996322,7319,2,0.093937,0.994322,1740,1,-1.8826
PARK7,3,0.3517,0.996322,7018,2,0.90074,0.998318,19262,0,-1.8849
PROSER2,3,0.36212,0.996322,7203,2,0.74017,0.994322,15890,0,-1.8863
LACRT,2,0.44036,0.996322,10560,1,0.33068,0.994322,7845,1,-1.8875
GYG2,3,0.33546,0.996322,6714,2,0.39353,0.994322,7709,1,-1.8878
hsa-mir-5087,3,0.17254,0.984333,3236,3,0.92473,0.998318,19786,0,-1.8887
OR10A5,3,0.35636,0.996322,7111,2,0.90277,0.998318,19306,0,-1.8895
B3GNT7,3,0.36682,0.996322,7283,2,0.32075,0.994322,6108,1,-1.893
BCHE,3,0.1942,0.985114,3726,2,0.72072,0.994322,15460,0,-1.8941
OTUD1,3,0.13514,0.976462,2518,3,0.94301,0.998896,20154,0,-1.8953
MT3,3,0.34842,0.996322,6964,2,0.73263,0.994322,15737,0,-1.9019
CYP3A7,3,0.16947,0.983744,3169,3,0.92625,0.998318,19820,0,-1.9045
SEC31A,2,0.50385,0.996322,11724,1,0.38976,0.994322,8965,1,-1.9062
hsa-mir-4323,3,0.023852,0.949734,439,2,0.5176,0.994322,10861,1,-1.9091
CCND2,3,0.12167,0.976462,2257,2,0.89193,0.998318,19090,0,-1.9093
FAM208A,3,0.32427,0.996322,6506,2,0.69087,0.994322,14801,0,-1.9093
hsa-mir-1273g,3,0.32427,0.996322,6509,2,0.41274,0.994322,8211,1,-1.9093
hsa-mir-1285-2,4,0.061851,0.976462,910,3,0.076647,0.994322,1337,1,-1.9093
hsa-mir-29a,3,0.13579,0.976462,2521,3,0.94268,0.998896,20151,0,-1.9093
hsa-mir-6127,3,0.32427,0.996322,6503,2,0.31836,0.994322,6060,1,-1.9093
LZIC,3,0.11011,0.976462,2008,2,0.63671,0.994322,13619,1,-1.9093
MYO18A,3,0.32427,0.996322,6507,2,0.87614,0.998318,18734,0,-1.9093
OR1I1,3,0.32427,0.996322,6508,2,0.42024,0.994322,8427,1,-1.9093
PGAM5,3,0.32427,0.996322,6505,2,0.62252,0.994322,13283,1,-1.9093
SLC39A7,3,0.32427,0.996322,6504,2,0.39219,0.994322,7674,1,-1.9093
SLC52A1,3,0.29732,0.996322,6048,2,0.0075701,0.970617,135,1,-1.9093
NSMAF,3,0.35974,0.996322,7161,2,0.58486,0.994322,12420,1,-1.9128
AFG3L2,3,0.078638,0.976462,1471,3,0.96853,0.998896,20699,0,-1.917
CALD1,3,0.36576,0.996322,7267,2,0.56287,0.994322,11926,1,-1.9171
WBP1L,2,0.50275,0.996322,11705,1,0.35336,0.994322,8287,1,-1.9204
RAX,3,0.337,0.996322,6749,2,0.25202,0.994322,4879,1,-1.9237
TCF12,3,0.10135,0.976462,1866,3,0.95859,0.998896,20501,0,-1.9256
SLAMF6,3,0.071753,0.976462,1336,3,0.97153,0.998896,20777,0,-1.9289
hsa-mir-944,3,0.11577,0.976462,2127,3,0.95207,0.998896,20362,0,-1.929
ADAMTS4,3,0.35968,0.996322,7159,2,0.91762,0.998318,19638,0,-1.9293
RNF149,2,0.031837,0.959283,819,1,0.3245,0.994322,7723,1,-1.9312
LRGUK,3,0.36245,0.996322,7209,2,0.87518,0.998318,18713,0,-1.9331
CCDC126,2,0.002204,0.913801,62,1,0.29843,0.994322,7269,1,-1.9336
IRX6,3,0.35148,0.996322,7017,2,0.81699,0.996387,17523,0,-1.9366
REPIN1,3,0.34692,0.996322,6927,2,0.69172,0.994322,14821,0,-1.9382
THBS3,3,0.053766,0.971129,991,2,0.8088,0.995729,17351,0,-1.9396
LRRIQ4,2,0.51022,0.996322,11841,1,0.71713,0.994322,15389,0,-1.9412
CCL14,3,0.18924,0.984333,3617,2,0.51741,0.994322,10855,1,-1.9453
YKT6,2,0.18608,0.984333,4211,2,0.88947,0.998318,19036,0,-1.9463
DCAF11,3,0.35764,0.996322,7131,2,0.81763,0.996767,17530,0,-1.9498
MCU,3,0.35071,0.996322,6995,2,0.18113,0.994322,3637,1,-1.9511
CLEC7A,3,0.12833,0.976462,2402,3,0.94622,0.998896,20215,0,-1.9514
GCHFR,3,0.11569,0.976462,2126,3,0.95211,0.998896,20363,0,-1.9524
OR4C46,3,0.35108,0.996322,7000,2,0.64629,0.994322,13837,1,-1.9532
ST8SIA2,3,0.13743,0.976462,2554,2,0.87773,0.998318,18778,0,-1.9548
PCDHGA7,2,0.00084014,0.858416,23,1,0.25437,0.994322,6235,1,-1.9558
KLK4,3,0.35415,0.996322,7055,2,0.51593,0.994322,10819,1,-1.9584
WEE2,3,0.34467,0.996322,6886,2,0.67776,0.994322,14534,1,-1.9596
POTEE,3,0.071605,0.976462,1330,3,0.97159,0.998896,20779,0,-1.9645
C15orf38,3,0.34901,0.996322,6974,2,0.81608,0.996387,17503,0,-1.9649
MT1A,3,0.35486,0.996322,7085,2,0.76295,0.994524,16397,0,-1.9684
NAGLU,3,0.20773,0.987402,4020,2,0.36087,0.994322,6874,1,-1.9688
TMEM183A,3,0.082478,0.976462,1534,3,0.96685,0.998896,20664,0,-1.9691
LFNG,3,0.18325,0.984333,3484,2,0.12293,0.994322,2332,1,-1.9719
SYDE1,3,0.080801,0.976462,1505,3,0.96758,0.998896,20681,0,-1.9726
TMEM237,3,0.11841,0.976462,2186,2,0.24724,0.994322,4798,1,-1.9737
PDE2A,3,0.10801,0.976462,1972,3,0.95562,0.998896,20438,0,-1.9742
TMEM218,2,0.1683,0.983744,3887,2,0.90102,0.998318,19270,0,-1.9747
VGLL2,3,0.3474,0.996322,6936,2,0.47998,0.994322,9911,1,-1.9749
GALK1,3,0.34643,0.996322,6922,2,0.73442,0.994322,15782,0,-1.9765
ANKRD54,1,0.30405,0.996322,8664,1,0.69594,0.994322,14908,0,-1.9798
BAZ1B,3,0.34849,0.996322,6965,2,0.51929,0.994322,10906,1,-1.9812
PORCN,2,0.50547,0.996322,11741,1,0.53891,0.994322,11740,0,-1.9814
IPO8,2,0.16993,0.984014,3923,2,0.89996,0.998318,19242,0,-1.9837
ATP7B,3,0.13336,0.976462,2487,3,0.94385,0.998896,20171,0,-1.9842
C1QTNF8,3,0.35945,0.996322,7156,2,0.9099,0.998318,19476,0,-1.9862
KCNK5,3,0.23522,0.993219,4661,2,0.78418,0.994878,16835,0,-1.9885
STIM2,3,0.34811,0.996322,6961,2,0.82754,0.997183,17735,0,-1.9888
hsa-mir-4655,3,0.34987,0.996322,6988,2,0.66178,0.994322,14200,1,-1.9905
LYG1,3,0.36357,0.996322,7223,2,0.71413,0.994322,15315,0,-1.9917
LIN37,3,0.3472,0.996322,6935,2,0.56566,0.994322,11979,1,-1.9919
SCARF2,3,0.35884,0.996322,7148,2,0.55696,0.994322,11789,1,-1.9945
hsa-mir-6816,3,0.071965,0.976462,1338,3,0.97143,0.998896,20774,0,-1.9946
ATF7IP,3,0.16478,0.983744,3084,3,0.92863,0.998318,19876,0,-1.9956
IQCE,3,0.3445,0.996322,6882,2,0.64769,0.994322,13870,1,-1.9969
CNTF,1,0.30112,0.996322,8599,1,0.69889,0.994322,14977,0,-1.9996
SAA2-SAA4,3,0.16225,0.982693,3034,3,0.92985,0.998351,19901,0,-2.0003
SHF,3,0.34836,0.996322,6963,2,0.75018,0.994322,16097,0,-2.0003
PTPRH,3,0.34505,0.996322,6891,2,0.47522,0.994322,9788,1,-2.0009
WDR59,3,0.35447,0.996322,7073,2,0.16281,0.994322,3234,1,-2.0031
RDH13,3,0.34028,0.996322,6814,2,0.83936,0.99819,17962,0,-2.0042
GPR22,3,0.33875,0.996322,6783,2,0.90036,0.998318,19253,0,-2.0045
TMPRSS15,3,0.13924,0.977916,2594,2,0.15174,0.994322,2963,1,-2.0047
ZBTB14,3,0.35265,0.996322,7024,2,0.58113,0.994322,12328,1,-2.0061
PSMC2,3,0.02834,0.949734,527,2,0.83036,0.997635,17784,0,-2.007
DNAJC5,2,0.15936,0.982693,3741,2,0.9067,0.998318,19398,0,-2.0078
FKBP8,3,0.080888,0.976462,1506,3,0.96754,0.998896,20680,0,-2.0088
CARD8,2,0.40364,0.996322,9631,1,0.32437,0.994322,7721,1,-2.0191
SNAPC5,3,0.34542,0.996322,6898,2,0.53367,0.994322,11233,1,-2.0196
PPBP,3,0.13393,0.976462,2501,2,0.49236,0.994322,10225,1,-2.0215
CAPN12,1,0.30579,0.996322,8693,1,0.6942,0.994322,14867,0,-2.0251
IGDCC4,1,0.30304,0.996322,8645,1,0.69696,0.994322,14928,0,-2.0256
KCTD17,3,0.34342,0.996322,6854,2,0.0086407,0.970617,151,1,-2.0285
MTDH,3,0.35455,0.996322,7074,2,0.80582,0.995729,17288,0,-2.0286
NDUFAF2,3,0.32704,0.996322,6570,2,0.26198,0.994322,5058,1,-2.0322
FIBP,3,0.14408,0.978361,2670,2,0.64171,0.994322,13739,1,-2.0373
HJURP,2,0.46855,0.996322,11054,1,0.34348,0.994322,8085,1,-2.0393
ACTL6A,3,0.34203,0.996322,6832,2,0.91812,0.998318,19653,0,-2.0412
SPDEF,3,0.35687,0.996322,7117,2,0.80136,0.995729,17190,0,-2.0418
SIPA1,3,0.16003,0.982693,2993,2,0.81933,0.996819,17564,0,-2.0433
PTPN20A,3,0.3479,0.996322,6946,2,0.40737,0.994322,8069,1,-2.0438
OPALIN,3,0.34623,0.996322,6920,2,0.83265,0.99819,17825,0,-2.0445
HPRT1,2,0.21704,0.987402,4794,2,0.86909,0.998318,18576,0,-2.0446
EARS2,3,0.3567,0.996322,7114,2,0.76376,0.994595,16408,0,-2.0451
PIK3R5,3,0.16883,0.983744,3157,3,0.92659,0.998318,19832,0,-2.0474
hsa-mir-302e,3,0.1623,0.982693,3035,3,0.92983,0.998351,19900,0,-2.0505
KRTAP8-1,3,0.1483,0.98122,2765,3,0.93668,0.99878,20033,0,-2.0515
LMOD2,3,0.19497,0.985114,3735,2,0.73274,0.994322,15741,0,-2.0521
H1F0,2,0.43957,0.996322,10553,1,0.35718,0.994322,8370,1,-2.0548
STXBP2,3,0.34565,0.996322,6900,2,0.52254,0.994322,10986,1,-2.0552
ZNF707,3,0.34394,0.996322,6868,2,0.43806,0.994322,8846,1,-2.0586
GPR151,3,0.34601,0.996322,6916,2,0.33478,0.994322,6347,1,-2.0589
OR4E2,2,0.42211,0.996322,10210,1,0.3363,0.994322,7949,1,-2.0598
COMMD6,2,0.48339,0.996322,11330,1,0.33903,0.994322,8009,1,-2.0649
SNAPC4,3,0.34648,0.996322,6923,2,0.010008,0.970617,171,1,-2.0662
WDR90,3,0.34438,0.996322,6880,2,0.57336,0.994322,12155,1,-2.0666
SLC12A8,2,0.39653,0.996322,9443,1,0.33742,0.994322,7979,1,-2.0713
PEX26,2,0.17801,0.984333,4057,2,0.89474,0.998318,19136,0,-2.0717
MOCOS,2,0.40134,0.996322,9570,1,0.36217,0.994322,8468,1,-2.0725
TAF4,2,0.49328,0.996322,11533,1,0.34668,0.994322,8161,1,-2.0769
hsa-mir-7702,3,0.31672,0.996322,6380,2,0.88128,0.998318,18835,0,-2.078
OR7G2,3,0.12055,0.976462,2233,3,0.9364,0.99878,20031,0,-2.0792
GJD3,3,0.26236,0.994862,5246,2,0.9211,0.998318,19710,0,-2.0821
PRDM4,1,0.30375,0.996322,8662,1,0.69621,0.994322,14915,0,-2.0833
DNALI1,3,0.23378,0.993219,4637,2,0.88422,0.998318,18902,0,-2.0913
ICAM3,3,0.34498,0.996322,6889,2,0.79408,0.995339,17048,0,-2.0974
C3orf22,3,0.34434,0.996322,6879,2,0.65706,0.994322,14082,1,-2.0994
BBS1,2,0.18785,0.984333,4253,1,0.32347,0.994322,7696,1,-2.1024
RAB40AL,3,0.34029,0.996322,6815,2,0.82374,0.997145,17653,0,-2.1038
RBBP4,3,0.022666,0.949734,411,2,0.4138,0.994322,8246,1,-2.1064
NFKBIA,2,0.50361,0.996322,11720,1,0.44316,0.994322,9961,1,-2.1127
TMEM141,1,0.30212,0.996322,8634,1,0.69791,0.994322,14955,0,-2.1155
MRPS31,3,0.345,0.996322,6890,2,0.91845,0.998318,19659,0,-2.1187
NHP2,3,0.34923,0.996322,6976,2,0.7188,0.994322,15425,0,-2.1222
MROH7,3,0.33992,0.996322,6795,2,0.75223,0.994322,16148,0,-2.1254
CDKN2AIPNL,2,0.31054,0.996322,6838,1,0.40764,0.994322,9291,1,-2.1266
INTS10,3,0.33981,0.996322,6794,2,0.61841,0.994322,13189,1,-2.1352
hsa-mir-1279,1,0.30031,0.996322,8580,1,0.69971,0.994322,14995,0,-2.1354
IL7,3,0.32445,0.996322,6521,2,0.55416,0.994322,11720,1,-2.1361
ATP5B,3,0.34641,0.996322,6921,2,0.21381,0.994322,4190,1,-2.1377
ERBB3,3,0.09443,0.976462,1741,3,0.96164,0.998896,20564,0,-2.1399
ARMS2,2,0.18198,0.984333,4129,2,0.89209,0.998318,19095,0,-2.1401
FCER2,3,0.34039,0.996322,6817,2,0.6834,0.994322,14656,0,-2.1424
C4orf26,2,0.49243,0.996322,11488,1,0.37689,0.994322,8717,1,-2.1442
hsa-mir-7975,3,0.17027,0.984014,3197,3,0.92585,0.998318,19808,0,-2.1446
DNM2,3,0.34568,0.996322,6901,2,0.87719,0.998318,18762,0,-2.1451
FSCN2,3,0.34337,0.996322,6852,2,0.90156,0.998318,19278,0,-2.1457
GFPT2,3,0.2737,0.994862,5523,2,0.59289,0.994322,12605,1,-2.1462
MOV10,3,0.34144,0.996322,6827,2,0.12848,0.994322,2450,1,-2.1462
ABCG8,3,0.35133,0.996322,7012,2,0.58358,0.994322,12387,1,-2.1496
UBXN10,3,0.22843,0.988895,4526,2,0.59535,0.994322,12665,1,-2.1508
LIN7B,1,0.30101,0.996322,8594,1,0.69901,0.994322,14980,0,-2.1532
ZNF417,3,0.34003,0.996322,6796,2,0.79178,0.995098,16999,0,-2.1535
UGCG,2,0.2175,0.987402,4805,2,0.86876,0.998318,18569,0,-2.1577
ST20,2,0.50726,0.996322,11788,1,0.80024,0.995729,17170,0,-2.1614
EDN1,3,0.34684,0.996322,6926,2,0.37051,0.994322,7135,1,-2.1621
PFKP,3,0.33663,0.996322,6733,2,0.040683,0.972765,769,1,-2.1684
RAPGEF5,3,0.20475,0.987402,3942,2,0.50696,0.994322,10593,1,-2.1712
CPM,1,0.307,0.996322,8707,1,0.69301,0.994322,14839,0,-2.1716
RTF1,3,0.35463,0.996322,7076,2,0.69949,0.994322,14996,0,-2.1727
ZNF347,3,0.28467,0.994862,5770,2,0.54042,0.994322,11400,1,-2.1749
ENTPD2,3,0.34429,0.996322,6878,2,0.81093,0.995729,17396,0,-2.1783
CEP85,3,0.34249,0.996322,6848,2,0.76325,0.994547,16399,0,-2.1801
C15orf39,3,0.34455,0.996322,6884,2,0.37433,0.994322,7237,1,-2.1826
hsa-mir-142,4,0.39455,0.996322,6761,2,0.25862,0.994322,4528,2,-2.1835
hsa-mir-4505,3,0.33978,0.996322,6793,2,0.65571,0.994322,14050,1,-2.1853
FICD,3,0.35178,0.996322,7019,2,0.6737,0.994322,14440,1,-2.1863
ZNF571,3,0.12493,0.976462,2324,3,0.94783,0.998896,20259,0,-2.1874
MTCH1,2,0.48667,0.996322,11399,1,0.39452,0.994322,9042,1,-2.1904
CCL28,3,0.34581,0.996322,6908,2,0.18896,0.994322,3762,1,-2.1917
TPD52L3,2,0.49778,0.996322,11602,1,0.3625,0.994322,8470,1,-2.2047
SPANXF1,2,0.50258,0.996322,11679,1,0.39869,0.994322,9114,1,-2.2077
GGA3,3,0.12058,0.976462,2234,3,0.94981,0.998896,20305,0,-2.209
RPF1,2,0.48954,0.996322,11434,1,0.4249,0.994322,9630,1,-2.2105
PHACTR4,2,0.0048321,0.913801,131,1,0.32555,0.994322,7748,1,-2.2112
CGN,3,0.34548,0.996322,6899,2,0.55615,0.994322,11764,1,-2.2123
GEN1,3,0.15665,0.982693,2927,3,0.93259,0.998759,19952,0,-2.2134
HSPA6,2,0.48116,0.996322,11282,1,0.3428,0.994322,8080,1,-2.2139
SLC40A1,2,0.50321,0.996322,11712,1,0.39348,0.994322,9024,1,-2.2147
IRX3,3,0.34449,0.996322,6881,2,0.15801,0.994322,3122,1,-2.2166
WBP4,1,0.29618,0.996322,8499,1,0.70386,0.994322,15094,0,-2.2174
FBXL20,3,0.34095,0.996322,6821,2,0.78714,0.994896,16904,0,-2.2176
LURAP1,2,0.50124,0.996322,11670,1,0.4522,0.994322,10128,1,-2.2214
hsa-mir-6716,4,0.38005,0.996322,6497,2,0.26003,0.994322,4556,2,-2.2226
MYO1F,3,0.33954,0.996322,6790,2,0.16495,0.994322,3289,1,-2.2243
KRTAP21-1,3,0.35082,0.996322,6998,2,0.17372,0.994322,3501,1,-2.2334
ASAP2,2,0.48116,0.996322,11280,1,0.35355,0.994322,8295,1,-2.2338
RPN2,2,0.40614,0.996322,9725,1,0.339,0.994322,8007,1,-2.2345
ZNHIT3,2,0.22244,0.988835,4904,2,0.86545,0.998318,18495,0,-2.2362
TMEM200C,2,0.49493,0.996322,11557,1,0.35146,0.994322,8257,1,-2.2388
DNAH7,2,0.17604,0.984333,4026,2,0.89604,0.998318,19164,0,-2.2415
GMPR2,2,0.49328,0.996322,11532,1,0.35012,0.994322,8227,1,-2.245
HOGA1,3,0.34087,0.996322,6820,2,0.38175,0.994322,7435,1,-2.2469
KCNRG,2,0.50479,0.996322,11735,1,0.6018,0.994322,12932,0,-2.2484
GNB2,3,0.33687,0.996322,6748,2,0.66622,0.994322,14291,1,-2.2508
C2orf76,3,0.33799,0.996322,6760,2,0.87868,0.998318,18790,0,-2.2511
PABPC1,3,0.096676,0.976462,1787,3,0.96069,0.998896,20540,0,-2.2541
MYH7B,2,0.50054,0.996322,11660,1,0.38614,0.994322,8887,1,-2.2569
UNC5C,3,0.34757,0.996322,6938,2,0.54805,0.994322,11571,1,-2.2614
PLXNB2,2,0.24184,0.993219,5220,2,0.85218,0.998314,18240,0,-2.2618
NCR3LG1,3,0.3392,0.996322,6784,2,0.58632,0.994322,12449,1,-2.262
HFM1,1,0.29949,0.996322,8571,1,0.7005,0.994322,15021,0,-2.2632
WDFY4,3,0.067489,0.976462,1257,3,0.92927,0.998351,19888,0,-2.2634
hsa-mir-5192,2,0.49416,0.996322,11551,1,0.4669,0.994322,10405,1,-2.2641
SCRIB,2,0.48954,0.996322,11435,1,0.52252,0.994322,11435,1,-2.265
ABHD8,3,0.23924,0.993219,4745,2,0.91042,0.998318,19485,0,-2.268
ZNF492,2,0.48667,0.996322,11404,1,0.39405,0.994322,9038,1,-2.268
CLNS1A,3,0.26741,0.994862,5373,2,0.58703,0.994322,12465,1,-2.2711
ARHGAP44,1,0.29587,0.996322,8497,1,0.70416,0.994322,15100,0,-2.2712
DHRS3,3,0.28088,0.994862,5688,2,0.48596,0.994322,10061,1,-2.2719
USP26,1,0.299,0.996322,8557,1,0.70099,0.994322,15029,0,-2.277
OAS3,2,0.41792,0.996322,10082,1,0.33568,0.994322,7940,1,-2.2774
WNT1,3,0.33736,0.996322,6752,2,0.21963,0.994322,4300,1,-2.2775
PAX2,2,0.41348,0.996322,9923,1,0.33662,0.994322,7954,1,-2.2785
TPCN1,3,0.35061,0.996322,6994,2,0.90774,0.998318,19429,0,-2.2797
IL18,3,0.33942,0.996322,6789,2,0.81633,0.996387,17509,0,-2.2852
NR2F6,3,0.32647,0.996322,6558,2,0.73553,0.994322,15806,0,-2.2874
IGFBP6,3,0.34907,0.996322,6975,2,0.62679,0.994322,13376,1,-2.2923
MUC17,3,0.33731,0.996322,6751,2,0.80338,0.995729,17230,0,-2.293
hsa-mir-4780,4,0.48359,0.996322,8861,2,0.35138,0.994322,6477,2,-2.2949
KIAA1549L,3,0.34714,0.996322,6934,2,0.65816,0.994322,14115,1,-2.2984
ITIH3,2,0.50608,0.996322,11748,1,0.77565,0.994878,16655,0,-2.2987
hsa-mir-7111,3,0.33769,0.996322,6758,2,0.90157,0.998318,19279,0,-2.3022
ALPI,3,0.13702,0.976462,2550,2,0.86457,0.998318,18480,0,-2.3025
CBR1,3,0.33963,0.996322,6792,2,0.72659,0.994322,15597,0,-2.3049
KIAA1731,3,0.19897,0.986719,3823,2,0.60335,0.994322,12846,1,-2.3063
C19orf53,3,0.34751,0.996322,6937,2,0.90208,0.998318,19293,0,-2.3082
EXD3,3,0.34209,0.996322,6839,2,0.73269,0.994322,15740,0,-2.309
CAST,2,0.49328,0.996322,11536,1,0.55376,0.994322,12021,0,-2.3091
GLB1L,2,0.49243,0.996322,11489,1,0.37794,0.994322,8740,1,-2.3095
DUSP26,3,0.3393,0.996322,6786,2,0.89437,0.998318,19130,0,-2.3108
EPS8L2,2,0.48555,0.996322,11353,1,0.3711,0.994322,8615,1,-2.3257
hsa-mir-3654,2,0.50479,0.996322,11734,1,0.62115,0.994322,13325,0,-2.3267
EPG5,3,0.3435,0.996322,6855,2,0.89636,0.998318,19170,0,-2.33
PAH,1,0.29823,0.996322,8547,1,0.70179,0.994322,15041,0,-2.332
C9orf37,3,0.10576,0.976462,1924,2,0.63939,0.994322,13687,1,-2.3385
PTPRR,2,0.49668,0.996322,11588,1,0.37261,0.994322,8653,1,-2.3397
CCDC78,3,0.34458,0.996322,6885,2,0.78624,0.994878,16889,0,-2.3399
ECH1,3,0.34787,0.996322,6945,2,0.63151,0.994322,13487,1,-2.3413
CBR4,3,0.33661,0.996322,6729,2,0.57715,0.994322,12235,1,-2.3457
NEDD8-MDP1,1,0.3012,0.996322,8600,1,0.69881,0.994322,14973,0,-2.351
E2F8,3,0.34369,0.996322,6864,2,0.55079,0.994322,11630,1,-2.3529
BCAR3,3,0.3226,0.996322,6479,2,0.87474,0.998318,18701,0,-2.3602
CCDC28B,3,0.3226,0.996322,6480,2,0.64025,0.994322,13705,1,-2.3602
OR3A2,1,0.28628,0.995105,8310,1,0.71371,0.994322,15299,0,-2.3602
SRC,3,0.3226,0.996322,6481,2,0.42119,0.994322,8451,1,-2.3602
CD3E,3,0.33866,0.996322,6782,2,0.51181,0.994322,10715,1,-2.3605
UBXN6,2,0.43745,0.996322,10521,1,0.35844,0.994322,8396,1,-2.3608
DUSP15,2,0.49243,0.996322,11487,1,0.35649,0.994322,8360,1,-2.3624
FPR3,3,0.22364,0.988835,4409,2,0.71106,0.994322,15253,0,-2.3665
hsa-mir-4640,3,0.34537,0.996322,6897,2,0.52793,0.994322,11107,1,-2.3679
CGB,3,0.34028,0.996322,6812,2,0.91705,0.998318,19621,0,-2.368
CD1B,3,0.0725,0.976462,1347,3,0.9712,0.998896,20768,0,-2.3712
CHST4,3,0.34126,0.996322,6825,2,0.90379,0.998318,19336,0,-2.3718
C10orf68,3,0.34604,0.996322,6917,2,0.36345,0.994322,6945,1,-2.3723
MCCC1,2,0.48555,0.996322,11356,1,0.37058,0.994322,8600,1,-2.3781
GMPPB,2,0.50625,0.996322,11772,1,0.80035,0.995729,17171,0,-2.3793
MTSS1L,2,0.49243,0.996322,11486,1,0.38602,0.994322,8885,1,-2.382
ARL15,3,0.33591,0.996322,6721,2,0.84287,0.99819,18038,0,-2.3874
PMFBP1,2,0.34027,0.996322,7756,1,0.44791,0.994322,10050,1,-2.3899
ESPNL,3,0.34679,0.996322,6925,2,0.63472,0.994322,13573,1,-2.3902
SALL4,2,0.43271,0.996322,10452,1,0.35217,0.994322,8263,1,-2.398
C1orf228,2,0.49328,0.996322,11538,1,0.39797,0.994322,9105,1,-2.3987
GOSR2,3,0.34359,0.996322,6863,2,0.40608,0.994322,8035,1,-2.4193
AP4S1,3,0.34168,0.996322,6828,2,0.752,0.994322,16139,0,-2.4233
OR52H1,2,0.41116,0.996322,9850,1,0.33423,0.994322,7915,1,-2.4233
AOX1,3,0.32329,0.996322,6492,2,0.41274,0.994322,8217,1,-2.4246
hsa-mir-4302,4,0.48864,0.996322,8981,2,0.9592,0.998896,20518,0,-2.4251
TMEM115,3,0.33658,0.996322,6728,2,0.50153,0.994322,10451,1,-2.4316
CASP14,3,0.3268,0.996322,6566,2,0.50982,0.994322,10665,1,-2.4381
hsa-mir-497,4,0.48676,0.996322,8923,2,0.61888,0.994322,12293,1,-2.4418
SFXN3,2,0.44422,0.996322,10632,1,0.35899,0.994322,8419,1,-2.4437
DENND4C,2,0.50581,0.996322,11746,1,0.7813,0.994878,16778,0,-2.4442
CHRNA7,2,0.4462,0.996322,10657,1,0.36513,0.994322,8513,1,-2.4509
NRP1,3,0.085624,0.976462,1580,3,0.96544,0.998896,20642,0,-2.4523
CSNK2A3,3,0.32478,0.996322,6522,2,0.82981,0.997635,17774,0,-2.4562
GALR3,2,0.18667,0.984333,4223,1,0.34733,0.994322,8165,1,-2.461
SPN,3,0.15734,0.982693,2932,3,0.93223,0.998682,19950,0,-2.4684
FAM84A,2,0.46445,0.996322,10988,1,0.36602,0.994322,8534,1,-2.4729
FMO5,2,0.26442,0.994862,5672,2,0.83676,0.99819,17900,0,-2.4771
FOPNL,2,0.33792,0.996322,7698,1,0.34011,0.994322,8026,1,-2.4851
OVCH1,1,0.28871,0.996322,8362,1,0.71131,0.994322,15252,0,-2.4871
CTDSPL2,2,0.45545,0.996322,10829,1,0.3806,0.994322,8786,1,-2.4874
MRPL14,2,0.46094,0.996322,10904,1,0.35358,0.994322,8296,1,-2.4876
STAG1,2,0.50418,0.996322,11729,1,0.54195,0.994322,11802,0,-2.489
TMEM161B,3,0.32616,0.996322,6540,2,0.019508,0.972765,366,1,-2.489
MAGEA8,2,0.2057,0.987402,4605,1,0.43213,0.994322,9754,1,-2.4904
HTRA1,2,0.50035,0.996322,11658,1,0.44248,0.994322,9948,1,-2.4973
PATE3,1,0.29776,0.996322,8530,1,0.70227,0.994322,15054,0,-2.504
NUCB1,3,0.060774,0.976462,1114,3,0.95655,0.998896,20461,0,-2.5056
FGF19,2,0.42578,0.996322,10310,1,0.33817,0.994322,7983,1,-2.5063
IL26,3,0.28281,0.994862,5735,2,0.54888,0.994322,11596,1,-2.5099
DSG2,3,0.32571,0.996322,6537,2,0.54963,0.994322,11608,1,-2.513
NMRAL1,3,0.096822,0.976462,1789,3,0.96063,0.998896,20539,0,-2.5131
COQ6,3,0.34311,0.996322,6851,2,0.37433,0.994322,7259,1,-2.514
ACP5,2,0.41348,0.996322,9942,1,0.39441,0.994322,9041,1,-2.5196
MORC2,3,0.33928,0.996322,6785,2,0.37289,0.994322,7197,1,-2.5208
RWDD3,2,0.46711,0.996322,11014,1,0.44141,0.994322,9927,1,-2.5248
ZNF157,2,0.42578,0.996322,10302,1,0.58124,0.994322,12519,0,-2.5288
hsa-mir-181b-1,4,0.40224,0.996322,6962,2,0.30172,0.994322,5432,2,-2.535
FCRL6,3,0.33575,0.996322,6717,2,0.30082,0.994322,5723,1,-2.5375
BATF,2,0.4462,0.996322,10658,1,0.37182,0.994322,8622,1,-2.538
ARL11,3,0.26355,0.994862,5269,2,0.63133,0.994322,13480,1,-2.5424
TSPAN13,3,0.33781,0.996322,6759,2,0.76967,0.994817,16533,0,-2.5504
